Reading data
Parsing data
Sorting data
DONE
epoch 0 avg test error: 0.13648325
epoch 1 0.000%, output: 0.510, train error: 0.13091776
epoch 1 45.418%, output: 0.857, train error: 0.0063340594
epoch 1 45.440%, output: 0.862, train error: 0.008736926
epoch 1 45.463%, output: 0.864, train error: 0.014910709
epoch 1 45.485%, output: 0.869, train error: 0.008134299
epoch 1 45.507%, output: 0.870, train error: 0.0052425764
epoch 1 45.529%, output: 0.874, train error: 0.0022523855
epoch 1 45.551%, output: 0.871, train error: 0.0405176
epoch 1 45.573%, output: 0.865, train error: 0.0042909007
epoch 1 45.595%, output: 0.866, train error: 0.00056722126
epoch 1 45.617%, output: 0.867, train error: 0.0006287177
epoch 1 45.639%, output: 0.866, train error: 0.015765445
epoch 1 45.661%, output: 0.860, train error: 0.0077903527
epoch 1 45.683%, output: 0.868, train error: 0.0000021426251
epoch 1 45.705%, output: 0.865, train error: 0.002170109
epoch 1 45.728%, output: 0.865, train error: 0.006705589
epoch 1 45.750%, output: 0.862, train error: 0.0104408385
epoch 1 45.772%, output: 0.860, train error: 0.00010510348
epoch 1 45.794%, output: 0.860, train error: 0.00022456526
epoch 1 45.816%, output: 0.857, train error: 0.0046384106
epoch 1 45.838%, output: 0.861, train error: 0.0010269245
epoch 1 45.860%, output: 0.860, train error: 0.00002392925
epoch 1 45.882%, output: 0.859, train error: 0.0013997327
epoch 1 45.904%, output: 0.862, train error: 0.00020796484
epoch 1 45.926%, output: 0.862, train error: 0.010880745
epoch 1 45.948%, output: 0.866, train error: 0.003997118
epoch 1 45.970%, output: 0.869, train error: 0.0002026273
epoch 1 45.992%, output: 0.867, train error: 0.015675124
epoch 1 46.015%, output: 0.862, train error: 0.004864133
epoch 1 46.037%, output: 0.860, train error: 0.06204848
epoch 1 46.059%, output: 0.849, train error: 0.00020127374
epoch 1 46.081%, output: 0.851, train error: 0.0005078623
epoch 1 46.103%, output: 0.853, train error: 0.0001123518
epoch 1 46.125%, output: 0.854, train error: 0.021627128
epoch 1 46.147%, output: 0.846, train error: 0.016824024
epoch 1 46.169%, output: 0.851, train error: 0.0030607602
epoch 1 46.191%, output: 0.856, train error: 0.00026978695
epoch 1 46.213%, output: 0.856, train error: 0.0031610967
epoch 1 46.235%, output: 0.861, train error: 0.00009766164
epoch 1 46.257%, output: 0.855, train error: 0.004413551
epoch 1 46.280%, output: 0.860, train error: 0.02065711
epoch 1 46.302%, output: 0.858, train error: 0.005528596
epoch 1 46.324%, output: 0.859, train error: 0.005598556
epoch 1 46.346%, output: 0.861, train error: 0.0005380951
epoch 1 46.368%, output: 0.860, train error: 0.0038189532
epoch 1 46.390%, output: 0.858, train error: 0.0020671305
epoch 1 46.412%, output: 0.856, train error: 0.0014527187
epoch 1 46.434%, output: 0.858, train error: 0.008133052
epoch 1 46.456%, output: 0.864, train error: 0.009284761
epoch 1 46.478%, output: 0.861, train error: 0.00044053316
epoch 1 46.500%, output: 0.861, train error: 0.0047133635
epoch 1 46.522%, output: 0.866, train error: 0.00060586544
epoch 1 46.544%, output: 0.864, train error: 0.0008967575
epoch 1 46.567%, output: 0.864, train error: 0.00028429605
epoch 1 46.589%, output: 0.864, train error: 0.0000029977311
epoch 1 46.611%, output: 0.865, train error: 0.00021583235
epoch 1 46.633%, output: 0.865, train error: 0.000064568
epoch 1 46.655%, output: 0.866, train error: 0.011022714
epoch 1 46.677%, output: 0.861, train error: 0.009962608
epoch 1 46.699%, output: 0.865, train error: 0.004492663
epoch 1 46.721%, output: 0.866, train error: 0.0031459206
epoch 1 46.743%, output: 0.868, train error: 0.0020249586
epoch 1 46.765%, output: 0.869, train error: 0.012818628
epoch 1 46.787%, output: 0.864, train error: 0.012980123
epoch 1 46.809%, output: 0.869, train error: 0.02402416
epoch 1 46.832%, output: 0.862, train error: 0.0041774493
epoch 1 46.854%, output: 0.864, train error: 0.0020859316
epoch 1 46.876%, output: 0.866, train error: 0.0014898885
epoch 1 46.898%, output: 0.869, train error: 0.001769366
epoch 1 46.920%, output: 0.864, train error: 0.0018492702
epoch 1 46.942%, output: 0.866, train error: 0.065109804
epoch 1 46.964%, output: 0.858, train error: 0.018854551
epoch 1 46.986%, output: 0.851, train error: 0.013322117
epoch 1 47.008%, output: 0.858, train error: 0.0061786235
epoch 1 47.030%, output: 0.862, train error: 0.0047817267
epoch 1 47.052%, output: 0.862, train error: 0.011803832
epoch 1 47.074%, output: 0.861, train error: 0.0018356541
epoch 1 47.096%, output: 0.862, train error: 0.015599276
epoch 1 47.119%, output: 0.859, train error: 0.0033143645
epoch 1 47.141%, output: 0.853, train error: 0.00000020471902
epoch 1 47.163%, output: 0.852, train error: 0.0046177385
epoch 1 47.185%, output: 0.850, train error: 0.0019949337
epoch 1 47.207%, output: 0.856, train error: 0.02087333
epoch 1 47.229%, output: 0.857, train error: 0.003956958
epoch 1 47.251%, output: 0.860, train error: 0.0026318356
epoch 1 47.273%, output: 0.864, train error: 0.009860602
epoch 1 47.295%, output: 0.860, train error: 0.01207742
epoch 1 47.317%, output: 0.858, train error: 0.015511956
epoch 1 47.339%, output: 0.849, train error: 0.003143748
epoch 1 47.361%, output: 0.853, train error: 0.0013968262
epoch 1 47.384%, output: 0.853, train error: 0.001466902
epoch 1 47.406%, output: 0.853, train error: 0.017806334
epoch 1 47.428%, output: 0.856, train error: 0.008199692
epoch 1 47.450%, output: 0.854, train error: 0.00209373
epoch 1 47.472%, output: 0.852, train error: 0.00127977
epoch 1 47.494%, output: 0.850, train error: 0.00758464
epoch 1 47.516%, output: 0.855, train error: 0.010037101
epoch 1 47.538%, output: 0.859, train error: 0.008720443
epoch 1 47.560%, output: 0.864, train error: 0.0000045540633
epoch 1 47.582%, output: 0.858, train error: 0.026868042
epoch 1 47.604%, output: 0.856, train error: 0.010730384
epoch 1 47.626%, output: 0.861, train error: 0.004394699
epoch 1 47.648%, output: 0.863, train error: 0.031787667
epoch 1 47.671%, output: 0.857, train error: 0.0002505298
epoch 1 47.693%, output: 0.855, train error: 0.010145633
epoch 1 47.715%, output: 0.859, train error: 0.0013031476
epoch 1 47.737%, output: 0.860, train error: 0.06829795
epoch 1 47.759%, output: 0.852, train error: 0.00097637624
epoch 1 47.781%, output: 0.853, train error: 0.000828284
epoch 1 47.803%, output: 0.852, train error: 0.0018425556
epoch 1 47.825%, output: 0.854, train error: 0.0000003877425
epoch 1 47.847%, output: 0.852, train error: 0.0042260536
epoch 1 47.869%, output: 0.854, train error: 0.0002977888
epoch 1 47.891%, output: 0.856, train error: 0.14887378
epoch 1 47.913%, output: 0.841, train error: 0.013138134
epoch 1 47.936%, output: 0.847, train error: 0.0053875106
epoch 1 47.958%, output: 0.847, train error: 0.014288794
epoch 1 47.980%, output: 0.852, train error: 0.010141322
epoch 1 48.002%, output: 0.855, train error: 0.19943504
epoch 1 48.024%, output: 0.839, train error: 0.0051706485
epoch 1 48.046%, output: 0.842, train error: 0.000591025
epoch 1 48.068%, output: 0.842, train error: 0.000008686757
epoch 1 48.090%, output: 0.844, train error: 0.00013418178
epoch 1 48.112%, output: 0.840, train error: 0.009474226
epoch 1 48.134%, output: 0.846, train error: 0.0097739175
epoch 1 48.156%, output: 0.842, train error: 0.019572835
epoch 1 48.178%, output: 0.839, train error: 0.012185612
epoch 1 48.200%, output: 0.830, train error: 0.011789304
epoch 1 48.223%, output: 0.836, train error: 0.008706578
epoch 1 48.245%, output: 0.832, train error: 0.0063728276
epoch 1 48.267%, output: 0.838, train error: 0.026212493
epoch 1 48.289%, output: 0.842, train error: 0.0018206179
epoch 1 48.311%, output: 0.842, train error: 0.0034205895
epoch 1 48.333%, output: 0.846, train error: 0.008257751
epoch 1 48.355%, output: 0.848, train error: 0.004160208
epoch 1 48.377%, output: 0.851, train error: 0.00024799464
epoch 1 48.399%, output: 0.853, train error: 0.012042545
epoch 1 48.421%, output: 0.857, train error: 0.0011096909
epoch 1 48.443%, output: 0.858, train error: 0.007526788
epoch 1 48.465%, output: 0.854, train error: 0.0042440905
epoch 1 48.488%, output: 0.859, train error: 0.000023950248
epoch 1 48.510%, output: 0.856, train error: 0.0017890619
epoch 1 48.532%, output: 0.860, train error: 0.0004199301
epoch 1 48.554%, output: 0.858, train error: 0.0003701211
epoch 1 48.576%, output: 0.861, train error: 0.011214303
epoch 1 48.598%, output: 0.865, train error: 0.0000012223659
epoch 1 48.620%, output: 0.866, train error: 0.0110116275
epoch 1 48.642%, output: 0.868, train error: 0.0010780398
epoch 1 48.664%, output: 0.869, train error: 0.0055131395
epoch 1 48.686%, output: 0.872, train error: 0.00048137637
epoch 1 48.708%, output: 0.870, train error: 0.000092853355
epoch 1 48.730%, output: 0.873, train error: 0.026076043
epoch 1 48.752%, output: 0.867, train error: 0.0007541847
epoch 1 48.775%, output: 0.867, train error: 0.028258672
epoch 1 48.797%, output: 0.862, train error: 0.00049785926
epoch 1 48.819%, output: 0.864, train error: 0.0000070900687
epoch 1 48.841%, output: 0.861, train error: 0.013251391
epoch 1 48.863%, output: 0.866, train error: 0.0000030358287
epoch 1 48.885%, output: 0.866, train error: 0.0049022106
epoch 1 48.907%, output: 0.868, train error: 0.0011278649
epoch 1 48.929%, output: 0.868, train error: 0.00044267753
epoch 1 48.951%, output: 0.870, train error: 0.0007595895
epoch 1 48.973%, output: 0.870, train error: 0.0008184122
epoch 1 48.995%, output: 0.868, train error: 0.00020795452
epoch 1 49.017%, output: 0.870, train error: 0.0011746977
epoch 1 49.040%, output: 0.868, train error: 0.00055843714
epoch 1 49.062%, output: 0.872, train error: 0.000010961789
epoch 1 49.084%, output: 0.867, train error: 0.0018376006
epoch 1 49.106%, output: 0.870, train error: 0.00057578203
epoch 1 49.128%, output: 0.869, train error: 0.013666299
epoch 1 49.150%, output: 0.867, train error: 0.003296627
epoch 1 49.172%, output: 0.868, train error: 0.026792025
epoch 1 49.194%, output: 0.862, train error: 0.0026128138
epoch 1 49.216%, output: 0.858, train error: 0.00010301676
epoch 1 49.238%, output: 0.862, train error: 0.020369334
epoch 1 49.260%, output: 0.854, train error: 0.0005819284
epoch 1 49.282%, output: 0.856, train error: 0.01634044
epoch 1 49.304%, output: 0.859, train error: 0.028420944
epoch 1 49.327%, output: 0.855, train error: 0.007576108
epoch 1 49.349%, output: 0.858, train error: 0.010186005
epoch 1 49.371%, output: 0.861, train error: 0.00000021388075
epoch 1 49.393%, output: 0.863, train error: 0.005463842
epoch 1 49.415%, output: 0.865, train error: 0.00064163946
epoch 1 49.437%, output: 0.866, train error: 0.008188589
epoch 1 49.459%, output: 0.867, train error: 0.000117462936
epoch 1 49.481%, output: 0.867, train error: 0.008502199
epoch 1 49.503%, output: 0.871, train error: 0.009920888
epoch 1 49.525%, output: 0.873, train error: 0.0000148963545
epoch 1 49.547%, output: 0.876, train error: 0.008560865
epoch 1 49.569%, output: 0.870, train error: 0.000015865879
epoch 1 49.592%, output: 0.871, train error: 0.0058125015
epoch 1 49.614%, output: 0.870, train error: 0.008057254
epoch 1 49.636%, output: 0.872, train error: 0.01634617
epoch 1 49.658%, output: 0.869, train error: 0.0016766096
epoch 1 49.680%, output: 0.867, train error: 0.0000000117550805
epoch 1 49.702%, output: 0.866, train error: 0.00014131385
epoch 1 49.724%, output: 0.866, train error: 0.0032196695
epoch 1 49.746%, output: 0.869, train error: 0.0012531666
epoch 1 49.768%, output: 0.869, train error: 0.0000014482143
epoch 1 49.790%, output: 0.870, train error: 0.008794573
epoch 1 49.812%, output: 0.875, train error: 0.007577042
epoch 1 49.834%, output: 0.874, train error: 0.017074496
epoch 1 49.856%, output: 0.871, train error: 0.011885463
epoch 1 49.879%, output: 0.876, train error: 0.0065214946
epoch 1 49.901%, output: 0.875, train error: 0.038779426
epoch 1 49.923%, output: 0.865, train error: 0.01043022
epoch 1 49.945%, output: 0.870, train error: 0.023360983
epoch 1 49.967%, output: 0.863, train error: 0.00071953965
epoch 1 49.989%, output: 0.863, train error: 0.013758445
epoch 1 50.011%, output: 0.860, train error: 0.001466934
epoch 1 50.033%, output: 0.864, train error: 0.00063243264
epoch 1 50.055%, output: 0.860, train error: 0.010508271
epoch 1 50.077%, output: 0.859, train error: 0.000373173
epoch 1 50.099%, output: 0.859, train error: 0.07074162
epoch 1 50.121%, output: 0.846, train error: 0.0036071278
epoch 1 50.144%, output: 0.849, train error: 0.0040932703
epoch 1 50.166%, output: 0.854, train error: 0.014267342
epoch 1 50.188%, output: 0.848, train error: 0.01641159
epoch 1 50.210%, output: 0.842, train error: 0.007398506
epoch 1 50.232%, output: 0.844, train error: 0.0131691005
epoch 1 50.254%, output: 0.852, train error: 0.00074271474
epoch 1 50.276%, output: 0.848, train error: 0.0012884075
epoch 1 50.298%, output: 0.848, train error: 0.000012044235
epoch 1 50.320%, output: 0.846, train error: 0.0082734665
epoch 1 50.342%, output: 0.855, train error: 0.013053199
epoch 1 50.364%, output: 0.847, train error: 0.017202388
epoch 1 50.386%, output: 0.854, train error: 0.011184581
epoch 1 50.408%, output: 0.856, train error: 0.05196288
epoch 1 50.431%, output: 0.845, train error: 0.0008783329
epoch 1 50.453%, output: 0.849, train error: 0.0016830884
epoch 1 50.475%, output: 0.847, train error: 0.012430421
epoch 1 50.497%, output: 0.850, train error: 0.011946507
epoch 1 50.519%, output: 0.857, train error: 0.005650929
epoch 1 50.541%, output: 0.850, train error: 0.0056066043
epoch 1 50.563%, output: 0.857, train error: 0.005970123
epoch 1 50.585%, output: 0.860, train error: 0.002223523
epoch 1 50.607%, output: 0.860, train error: 0.0009835262
epoch 1 50.629%, output: 0.864, train error: 0.0018358328
epoch 1 50.651%, output: 0.863, train error: 0.00029773326
epoch 1 50.673%, output: 0.865, train error: 0.00010281601
epoch 1 50.696%, output: 0.864, train error: 0.000044900105
epoch 1 50.718%, output: 0.864, train error: 0.0008514788
epoch 1 50.740%, output: 0.863, train error: 0.011965159
epoch 1 50.762%, output: 0.859, train error: 0.030614909
epoch 1 50.784%, output: 0.852, train error: 0.0041182637
epoch 1 50.806%, output: 0.855, train error: 0.0017271439
epoch 1 50.828%, output: 0.856, train error: 0.013211612
epoch 1 50.850%, output: 0.862, train error: 0.0033181196
epoch 1 50.872%, output: 0.865, train error: 0.00070939417
epoch 1 50.894%, output: 0.864, train error: 0.00077595963
epoch 1 50.916%, output: 0.865, train error: 0.012404943
epoch 1 50.938%, output: 0.862, train error: 0.00001140628
epoch 1 50.960%, output: 0.860, train error: 0.008212143
epoch 1 50.983%, output: 0.856, train error: 0.00008066674
epoch 1 51.005%, output: 0.856, train error: 0.00040239654
epoch 1 51.027%, output: 0.861, train error: 0.0033085335
epoch 1 51.049%, output: 0.858, train error: 0.00015195383
epoch 1 51.071%, output: 0.862, train error: 0.011864016
epoch 1 51.093%, output: 0.855, train error: 0.017692715
epoch 1 51.115%, output: 0.850, train error: 0.010221601
epoch 1 51.137%, output: 0.856, train error: 0.00019616522
epoch 1 51.159%, output: 0.856, train error: 0.0045444043
epoch 1 51.181%, output: 0.859, train error: 0.00003861778
epoch 1 51.203%, output: 0.858, train error: 0.014253889
epoch 1 51.225%, output: 0.852, train error: 0.0115019055
epoch 1 51.248%, output: 0.858, train error: 0.0016213201
epoch 1 51.270%, output: 0.856, train error: 0.0016724778
epoch 1 51.292%, output: 0.859, train error: 0.0032780906
epoch 1 51.314%, output: 0.862, train error: 0.0043225065
epoch 1 51.336%, output: 0.863, train error: 0.045701195
epoch 1 51.358%, output: 0.857, train error: 0.020555804
epoch 1 51.380%, output: 0.865, train error: 0.00005328071
epoch 1 51.402%, output: 0.861, train error: 0.020984601
epoch 1 51.424%, output: 0.858, train error: 0.00830342
epoch 1 51.446%, output: 0.857, train error: 0.009420162
epoch 1 51.468%, output: 0.861, train error: 0.0009832684
epoch 1 51.490%, output: 0.862, train error: 0.002656607
epoch 1 51.512%, output: 0.864, train error: 0.019003555
epoch 1 51.535%, output: 0.860, train error: 0.016216513
epoch 1 51.557%, output: 0.854, train error: 0.005265907
epoch 1 51.579%, output: 0.860, train error: 0.0033678624
epoch 1 51.601%, output: 0.860, train error: 0.00033117854
epoch 1 51.623%, output: 0.859, train error: 0.011037036
epoch 1 51.645%, output: 0.866, train error: 0.0025267154
epoch 1 51.667%, output: 0.861, train error: 0.0002824779
epoch 1 51.689%, output: 0.861, train error: 0.000052720072
epoch 1 51.711%, output: 0.861, train error: 0.011115311
epoch 1 51.733%, output: 0.866, train error: 0.00067381165
epoch 1 51.755%, output: 0.867, train error: 0.000001974697
epoch 1 51.777%, output: 0.866, train error: 0.0015196222
epoch 1 51.800%, output: 0.873, train error: 0.0018081976
epoch 1 51.822%, output: 0.869, train error: 0.0029543522
epoch 1 51.844%, output: 0.870, train error: 0.022923756
epoch 1 51.866%, output: 0.861, train error: 0.0037160555
epoch 1 51.888%, output: 0.866, train error: 0.0013437513
epoch 1 51.910%, output: 0.865, train error: 0.00075986877
epoch 1 51.932%, output: 0.866, train error: 0.010139198
epoch 1 51.954%, output: 0.873, train error: 0.001489548
epoch 1 51.976%, output: 0.873, train error: 0.0019622752
epoch 1 51.998%, output: 0.873, train error: 0.0018695851
epoch 1 52.020%, output: 0.872, train error: 0.0048633097
epoch 1 52.042%, output: 0.878, train error: 0.0054591815
epoch 1 52.064%, output: 0.876, train error: 0.008165595
epoch 1 52.087%, output: 0.879, train error: 0.0048015392
epoch 1 52.109%, output: 0.879, train error: 0.0008881571
epoch 1 52.131%, output: 0.878, train error: 0.0012796549
epoch 1 52.153%, output: 0.877, train error: 0.00024512137
epoch 1 52.175%, output: 0.878, train error: 0.0013040687
epoch 1 52.197%, output: 0.880, train error: 0.008141419
epoch 1 52.219%, output: 0.882, train error: 0.00333838
epoch 1 52.241%, output: 0.884, train error: 0.0041384003
epoch 1 52.263%, output: 0.885, train error: 0.001066423
epoch 1 52.285%, output: 0.884, train error: 0.0011954708
epoch 1 52.307%, output: 0.885, train error: 0.00006263528
epoch 1 52.329%, output: 0.886, train error: 0.0035132326
epoch 1 52.352%, output: 0.887, train error: 0.00009681762
epoch 1 52.374%, output: 0.887, train error: 0.0013308085
epoch 1 52.396%, output: 0.889, train error: 0.002223748
epoch 1 52.418%, output: 0.887, train error: 0.0037389016
epoch 1 52.440%, output: 0.885, train error: 0.0012757474
epoch 1 52.462%, output: 0.881, train error: 0.00050156337
epoch 1 52.484%, output: 0.886, train error: 0.006048367
epoch 1 52.506%, output: 0.885, train error: 0.0102822175
epoch 1 52.528%, output: 0.892, train error: 0.0005617267
epoch 1 52.550%, output: 0.888, train error: 0.0062659527
epoch 1 52.572%, output: 0.892, train error: 0.04969168
epoch 1 52.594%, output: 0.884, train error: 0.0023464086
epoch 1 52.616%, output: 0.881, train error: 0.0076540764
epoch 1 52.639%, output: 0.888, train error: 0.0026370548
epoch 1 52.661%, output: 0.887, train error: 0.00074648485
epoch 1 52.683%, output: 0.887, train error: 0.009481898
epoch 1 52.705%, output: 0.888, train error: 0.0049945535
epoch 1 52.727%, output: 0.881, train error: 0.00018919248
epoch 1 52.749%, output: 0.884, train error: 0.00054607185
epoch 1 52.771%, output: 0.886, train error: 0.000295971
epoch 1 52.793%, output: 0.884, train error: 0.00117177
epoch 1 52.815%, output: 0.884, train error: 0.013419503
epoch 1 52.837%, output: 0.888, train error: 0.0053951605
epoch 1 52.859%, output: 0.888, train error: 0.0055654687
epoch 1 52.881%, output: 0.887, train error: 0.0035077021
epoch 1 52.904%, output: 0.890, train error: 0.025304103
epoch 1 52.926%, output: 0.885, train error: 0.0026300808
epoch 1 52.948%, output: 0.888, train error: 0.0068999184
epoch 1 52.970%, output: 0.886, train error: 0.006610459
epoch 1 52.992%, output: 0.883, train error: 0.0002799491
epoch 1 53.014%, output: 0.882, train error: 0.013944454
epoch 1 53.036%, output: 0.886, train error: 0.0074226116
epoch 1 53.058%, output: 0.885, train error: 0.00006058894
epoch 1 53.080%, output: 0.883, train error: 0.0023232698
epoch 1 53.102%, output: 0.883, train error: 0.0000624147
epoch 1 53.124%, output: 0.882, train error: 0.0000000490318
epoch 1 53.146%, output: 0.883, train error: 0.011094055
epoch 1 53.168%, output: 0.876, train error: 0.0044188905
epoch 1 53.191%, output: 0.879, train error: 0.00035170602
epoch 1 53.213%, output: 0.881, train error: 0.0011931515
epoch 1 53.235%, output: 0.881, train error: 0.001898925
epoch 1 53.257%, output: 0.878, train error: 0.0015048666
epoch 1 53.279%, output: 0.883, train error: 0.005065445
epoch 1 53.301%, output: 0.880, train error: 0.0040544886
epoch 1 53.323%, output: 0.880, train error: 0.0048563704
epoch 1 53.345%, output: 0.884, train error: 0.0020554508
epoch 1 53.367%, output: 0.882, train error: 0.0009487162
epoch 1 53.389%, output: 0.884, train error: 0.010265265
epoch 1 53.411%, output: 0.882, train error: 0.00037913801
epoch 1 53.433%, output: 0.886, train error: 0.000054810826
epoch 1 53.456%, output: 0.885, train error: 0.026291452
epoch 1 53.478%, output: 0.883, train error: 0.0009268714
epoch 1 53.500%, output: 0.883, train error: 0.003716913
epoch 1 53.522%, output: 0.882, train error: 0.065060176
epoch 1 53.544%, output: 0.875, train error: 0.007814403
epoch 1 53.566%, output: 0.875, train error: 0.001199943
epoch 1 53.588%, output: 0.874, train error: 0.0006748177
epoch 1 53.610%, output: 0.876, train error: 0.0011263721
epoch 1 53.632%, output: 0.878, train error: 0.02507706
epoch 1 53.654%, output: 0.871, train error: 0.01653836
epoch 1 53.676%, output: 0.875, train error: 0.0031116537
epoch 1 53.698%, output: 0.876, train error: 0.0014596242
epoch 1 53.720%, output: 0.877, train error: 0.016674912
epoch 1 53.743%, output: 0.874, train error: 0.0059221117
epoch 1 53.765%, output: 0.873, train error: 0.029041084
epoch 1 53.787%, output: 0.866, train error: 0.000010228906
epoch 1 53.809%, output: 0.867, train error: 0.013629311
epoch 1 53.831%, output: 0.870, train error: 0.0021876984
epoch 1 53.853%, output: 0.871, train error: 0.00027459164
epoch 1 53.875%, output: 0.871, train error: 0.004255328
epoch 1 53.897%, output: 0.875, train error: 0.012285484
epoch 1 53.919%, output: 0.876, train error: 0.0009360215
epoch 1 53.941%, output: 0.879, train error: 0.0070389556
epoch 1 53.963%, output: 0.876, train error: 0.0012907535
epoch 1 53.985%, output: 0.873, train error: 0.01619686
epoch 1 54.008%, output: 0.880, train error: 0.007413279
epoch 1 54.030%, output: 0.882, train error: 0.0071372106
epoch 1 54.052%, output: 0.879, train error: 0.003159924
epoch 1 54.074%, output: 0.877, train error: 0.028645184
epoch 1 54.096%, output: 0.870, train error: 0.00008729774
epoch 1 54.118%, output: 0.873, train error: 0.018479396
epoch 1 54.140%, output: 0.869, train error: 0.0024506028
epoch 1 54.162%, output: 0.869, train error: 0.007564989
epoch 1 54.184%, output: 0.874, train error: 0.00009322246
epoch 1 54.206%, output: 0.872, train error: 0.009018008
epoch 1 54.228%, output: 0.873, train error: 0.0063327597
epoch 1 54.250%, output: 0.872, train error: 0.000009617625
epoch 1 54.272%, output: 0.873, train error: 0.011058763
epoch 1 54.295%, output: 0.874, train error: 0.014543394
epoch 1 54.317%, output: 0.881, train error: 0.0086717075
epoch 1 54.339%, output: 0.877, train error: 0.027767235
epoch 1 54.361%, output: 0.871, train error: 0.0000014873525
epoch 1 54.383%, output: 0.872, train error: 0.0025364622
epoch 1 54.405%, output: 0.872, train error: 0.0024216135
epoch 1 54.427%, output: 0.870, train error: 0.0000004296439
epoch 1 54.449%, output: 0.873, train error: 0.0012656804
epoch 1 54.471%, output: 0.873, train error: 0.0095678745
epoch 1 54.493%, output: 0.876, train error: 0.018413598
epoch 1 54.515%, output: 0.873, train error: 0.0026231832
epoch 1 54.537%, output: 0.868, train error: 0.017327808
epoch 1 54.560%, output: 0.874, train error: 0.0010445607
epoch 1 54.582%, output: 0.874, train error: 0.008191987
epoch 1 54.604%, output: 0.880, train error: 0.019872606
epoch 1 54.626%, output: 0.873, train error: 0.012710706
epoch 1 54.648%, output: 0.870, train error: 0.009230016
epoch 1 54.670%, output: 0.866, train error: 0.0001511936
epoch 1 54.692%, output: 0.865, train error: 0.07081631
epoch 1 54.714%, output: 0.856, train error: 0.012336712
epoch 1 54.736%, output: 0.861, train error: 0.015076823
epoch 1 54.758%, output: 0.855, train error: 0.0100367665
epoch 1 54.780%, output: 0.862, train error: 0.00035614872
epoch 1 54.802%, output: 0.857, train error: 0.00085898454
epoch 1 54.824%, output: 0.861, train error: 0.027983343
epoch 1 54.847%, output: 0.856, train error: 0.00010375493
epoch 1 54.869%, output: 0.854, train error: 0.00062734046
epoch 1 54.891%, output: 0.855, train error: 0.00001660215
epoch 1 54.913%, output: 0.857, train error: 0.0022491901
epoch 1 54.935%, output: 0.859, train error: 0.000016847369
epoch 1 54.957%, output: 0.858, train error: 0.00005612658
epoch 1 54.979%, output: 0.859, train error: 0.00008606358
epoch 1 55.001%, output: 0.858, train error: 0.012809547
epoch 1 55.023%, output: 0.862, train error: 0.0036141905
epoch 1 55.045%, output: 0.865, train error: 0.0019727342
epoch 1 55.067%, output: 0.868, train error: 0.00028065362
epoch 1 55.089%, output: 0.864, train error: 0.000055386878
epoch 1 55.112%, output: 0.866, train error: 0.008007894
epoch 1 55.134%, output: 0.869, train error: 0.00015336339
epoch 1 55.156%, output: 0.870, train error: 0.004195753
epoch 1 55.178%, output: 0.870, train error: 0.0036057176
epoch 1 55.200%, output: 0.866, train error: 0.054965004
epoch 1 55.222%, output: 0.860, train error: 0.0060076336
epoch 1 55.244%, output: 0.862, train error: 0.0038071752
epoch 1 55.266%, output: 0.859, train error: 0.016746864
epoch 1 55.288%, output: 0.864, train error: 0.036100745
epoch 1 55.310%, output: 0.859, train error: 0.006029978
epoch 1 55.332%, output: 0.854, train error: 0.004716032
epoch 1 55.354%, output: 0.857, train error: 0.0007449614
epoch 1 55.376%, output: 0.857, train error: 0.000024531884
epoch 1 55.399%, output: 0.856, train error: 0.00055105845
epoch 1 55.421%, output: 0.856, train error: 0.0017662233
epoch 1 55.443%, output: 0.855, train error: 0.0010685067
epoch 1 55.465%, output: 0.857, train error: 0.0070126066
epoch 1 55.487%, output: 0.860, train error: 0.007762863
epoch 1 55.509%, output: 0.857, train error: 0.015147282
epoch 1 55.531%, output: 0.860, train error: 0.00019092136
epoch 1 55.553%, output: 0.865, train error: 0.007507822
epoch 1 55.575%, output: 0.862, train error: 0.00042159532
epoch 1 55.597%, output: 0.865, train error: 0.00034473665
epoch 1 55.619%, output: 0.866, train error: 0.0032473062
epoch 1 55.641%, output: 0.863, train error: 0.0096938005
epoch 1 55.664%, output: 0.860, train error: 0.00687479
epoch 1 55.686%, output: 0.864, train error: 0.001955564
epoch 1 55.708%, output: 0.859, train error: 0.00047164672
epoch 1 55.730%, output: 0.863, train error: 0.00016214706
epoch 1 55.752%, output: 0.862, train error: 0.010398601
epoch 1 55.774%, output: 0.868, train error: 0.0024654078
epoch 1 55.796%, output: 0.870, train error: 0.0034287795
epoch 1 55.818%, output: 0.864, train error: 0.0012459438
epoch 1 55.840%, output: 0.864, train error: 0.06107994
epoch 1 55.862%, output: 0.852, train error: 0.010086451
epoch 1 55.884%, output: 0.851, train error: 0.000105612504
epoch 1 55.906%, output: 0.852, train error: 0.0006476869
epoch 1 55.928%, output: 0.848, train error: 0.000016164997
epoch 1 55.951%, output: 0.850, train error: 0.0000048046923
epoch 1 55.973%, output: 0.850, train error: 0.0018957265
epoch 1 55.995%, output: 0.849, train error: 0.00054850924
epoch 1 56.017%, output: 0.852, train error: 0.013090517
epoch 1 56.039%, output: 0.854, train error: 0.000798159
epoch 1 56.061%, output: 0.857, train error: 0.014258145
epoch 1 56.083%, output: 0.852, train error: 0.0006793248
epoch 1 56.105%, output: 0.851, train error: 0.022257304
epoch 1 56.127%, output: 0.858, train error: 0.00015904412
